Category	Group	Type	Subtype_name	Subtype	req_domain_code	Required_domains	less_strict	Alt_req	Cannot_have	Uniprot_human	Uniprot_DroMel	citation	DOI	Link
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen activated protein kinase kinase kinase 2/3	MAP3K1/2	"PB1_MEKK2/3,Prot_kinase_dom"	"IPR034879,IPR000719"				"Q13233,Q9Y2U5"		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	"Mitogen activated protein kinase kinase kinase 4 (MEKK4, MTK1)"	MAP3K4	"MAP3K4,Prot_kinase_dom"	"IPR045801,IPR000719"				Q9Y6R4		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen activated protein kinase phosphatase	MKP	MKP	IPR008343				Q13115		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen activated protein kinases	MAPKs	"MAP_kinase_CS,Prot_kinase_dom"	"IPR003527,IPR000719"				"P28482,P27361,Q16659,P31152,Q16539,P53778,P45983,Q15759,P45984"		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen-activated protein kinase 8	JNK	"MAP_kinase_CS,Prot_kinase_dom,MAPK_JNK"	"IPR003527,IPR000719,IPR008351"				P45983		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen-activated protein kinase kinase 5 (MEK5)	MAP2K5	"PB1_MAP2K5,Prot_kinase_dom"	"IPR034851,IPR000719"				Q13163		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Mitogen-activated protein kinase kinase kinase 8	TPL2/MAP3K8	"Prot_kinase_dom,Ser/Thr_kinase_AS,Kinase-like_dom_sf,MAPKKK8"	"IPR000719,IPR008271,IPR017424"	IPR017424			P41279		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Nck-associated_protein-1	NAP1	Nck-associated_protein-1	IPR019137				Q9Y2A7		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	NF-kappa-B essential modulator	IKKg/NEMO	"NEMO_ZF,CC2-LZ_dom"	"IPR034735,IPR032419"	"IPR032419,IPR034735"			Q9Y6K9		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Nuclear factor kB	NFkB	"IPT_NFkappaB, RHD_DNA_bind_dom"	"IPR033926,IPR011539"	"IPR032397,IPR011539"			"P19838,Q00653,Q04206,Q01201"		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	p38 MAPK/ MAPK14	p38	"Prot_kinase_dom,MAPK_p38-like"	"IPR008352,IPR000719"				Q16539		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Receptor-interacting serine/threonine-protein kinase	RIPKs	"RIP1_Death,RHIM_dom,Ser-Thr/Tyr_kinase_cat_dom"	"IPR037934,IPR025735,IPR001245"	"IPR011029,IPR025735,IPR000719"			"Q13546,O43353,Q9Y572,P57078"		Newton 2015	10.1016/j.tcb.2015.01.001	https://www.sciencedirect.com/science/article/pii/S0962892415000124
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	RIG-I and MAVS type CARD domain containing proteins	RIGI/IPS1_CARD_DC	CARD_dom	IPR031964
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	RIO Kinase 3	RIOK3	RIO_kinase	"IPR000687,IPR017406"				O14730		Feng et al. 2014	10.1128/JVI.00643-14	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4097797/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	TANK-binding kinase 1-binding protein 1	TBKBP1/SINTBAD	"CALCOCO1/2_Zn_UBZ1,TBD"	"IPR041641,IPR024581"	IPR024581			A7MCY6		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	TANK-binding kinase 1/ NFkB activated Kinase	TBK1/NAK	"TBK1_ULD, TBK1_CCD1, Prot_kinase_dom"	"IPR041087,IPR041309,IPR000719"				Q9UHD2		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	TAB1	PPM-type_phosphatase_dom	IPR001932				Q15750		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2/3	TAB2/3	"TAB2/3_CUE,Znf_RanBP2"	"IPR041911,IPR001876"	"IPR003892,IPR036443"			"Q9NYJ8,Q8N5C8"		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	A disintegrin and metalloproteinase 	ADAM	Peptidase_M12B	IPR001590				"P78536,O14672,P78325"		Buddenbor et al. 2017	10.1371/journal.pntd.0005984	https://www.ncbi.nlm.nih.gov/pubmed/29045404
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	Catenin beta	b-Catenin	Beta-catenin	IPR013284				P35222		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	GTPase IMAP family member	GIMAP	G_AIG1	IPR006703				"Q8WWP7,Q9UG22,Q9NUV9,Q96F15,Q6P9H5,Q8NHV1,Q8ND71"		Buddenbor et al. 2017	10.1371/journal.pntd.0005984	https://www.ncbi.nlm.nih.gov/pubmed/29045404
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	RanBP2 domain containing proteins	RanBP2DC	Znf_RanBP2	IPR001876	IPR036443					Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	sialate O-acetylesterase	SIAE	SASA	IPR005181	IPR039329			Q9HAT2		Buddenbor et al. 2017	10.1371/journal.pntd.0005984	https://www.ncbi.nlm.nih.gov/pubmed/29045404
REGULATORY PATHWAYS	Intracellular signal transduction	Other signaling	Tyrosine-protein kinase Fyn	FYN	"Fyn/Yrk_SH3,Ser-Thr/Tyr_kinase_cat_dom"	"IPR035750,IPR001245"				P06241		Huang et al. 2000	10.1073/pnas.97.20.10923	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC27125/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Armadillo fold and TIR domain containing proteins	ARM-TIR	"TIR, ARM"	"IPR000157,IPR000225"	"IPR035897,IPR016024"					Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Epidermal growth factor and TIR domain containing proteins	EGF-TIR	"TIR, EGF-like_dom"	"IPR000157,IPR000742"						Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Evolutionarily conserved signaling intermediate in Toll pathway	ECSIT	ECIST_C	IPR029342	IPR010418			Q9BQ95		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Imunoglobulin and TIR domain containing proteins	IG-TIR	"TIR, Ig-like_dom"	"IPR000157,IPR007110"						Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Myeloid differentiation primary response protein	MyD88	"TIR,Death_domain"	"IPR000157,IPR000488"				Q99836		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	NAD(+) hydrolase SARM1	SARM	"TIR, SAM"	"IPR000157,IPR001660"				Q6SZW1		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Orphan TIR proteins	OrTIR	TIR	IPR000157			"IPR006911,IPR001660,IPR007110,IPR001440,IPR000742,IPR000488,IPR017281,IPR032675"			Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	TIR and tetratrico peptide repeat containing proteins	TIR-TPR	"TIR, TPR_1"	"IPR000157,IPR001440"						Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	TIR domain-containing adapter molecule 1	TRIF/TICAM1	"RHIM,TIR,TRIF_N"	"IPR025735,IPR000157,IPR040886"	IPR017278			Q8IUC6		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	TIR domain-containing adapter molecule 2	TRAM/TICAM2	"Emp24-like,TIR"	"IPR015720,IPR000157"	"IPR015720,IPR035897"			Q86XR7		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Toll-interacting protein	TOLLIP	"TOLIP_CUE,Tollip_C2"	"IPR041799,IPR037301"	"IPR003892,IPR035892"			Q9H0E2		Green et al. 2015	10.1099/jgv.0.000244	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/jgv.0.000244#tab2
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	Toll/interleukin-1 receptor domain-containing adapter protein	TIRAP/Mal	"Tol-interleuk_rcpt_adapt_Tirap,TIR"	"IPR017279,IPR000157"				P58753		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	TLR adaptor moleculues	TRAF family member-associated NF-kappa-B activator	TANK	"CALCOCO1/2_Zn_UBZ1,TBD,TANK"	"IPR041641,IPR024581,IPR039669"				Q92844		Xie 2013	10.1186/1750-2187-8-7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697994/
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	Caspase and RIP adapter with death domain	CRADD	"CARD_RAIDD,CRADD_Death"	"IPR042148,IPR037926"	"IPR001315,IPR000488"			P78560		Hibino et al. 2006	10.1016/j.ydbio.2006.08.065	https://www.sciencedirect.com/science/article/pii/S0012160606011572?via%3Dihub
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	FAS-associated death domain protein	FADD	"DED_dom,Death_domain"	"IPR001875,IPR000488"	IPR016729			Q13158		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	Lipopolysaccharide-induced tumor necrosis factor-alpha factor	LITAF	LITAF	IPR006629				Q99732		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	Tumor necrosis factor	TNF	TNF_dom	IPR006052				P01375		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	Tumor necrosis factor receptor type 1-associated DEATH domain protein	TRADD	"Death_domain,TRADD_N"	"IPR000488,IPR009095"	IPR035712			Q15628		Newton 2015	10.1016/j.tcb.2015.01.001	https://www.sciencedirect.com/science/article/pii/S0962892415000124
REGULATORY PATHWAYS	Intracellular signal transduction	TNF pathway	Tumore necrosis factor receptor	TNFR	TNFR/NGFR_Cys_rich_reg	IPR001368				"P19438,P20333,P36941"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
